0.0151435,0.749493,0.68472,0.4674,0.3752,3.14441,7.86737,10.1159,12.9337,-24.6108,-16.9345,-24.6071
0.0161289,0.768225,0.645246,0.3967,0.3963,3.15669,7.85346,10.5605,12.2997,-24.3615,-16.2555,-23.7419
0.0173003,0.678408,0.475469,0.4775,0.4747,3.17854,8.54484,13.5684,14.1291,-28.1579,-18.6113,-28.1024
0.0329316,0.679598,0.227264,0.4407,0.4225,3.17481,8.50636,11.1937,12.364,-24.1753,-16.8863,-24.5714
0.0268114,0.46722,0.232401,0.4661,0.4635,3.18634,9.83263,12.8178,13.4492,-27.4217,-19.8763,-26.5874
0.0384642,0.215189,0.216762,0.4568,0.4416,3.18308,8.51621,11.8054,12.9188,-25.3314,-18.1359,-25.6218
0.0198497,0.748916,0.690909,0.4755,0.3761,3.14488,7.8981,10.1422,12.9654,-24.6333,-16.9606,-24.7136
0.0198497,0.708953,0.605604,0.4364,0.4204,3.15963,7.8829,10.7924,12.6551,-24.7769,-16.6201,-24.4168
0.0238914,0.67888,0.474027,0.4716,0.4704,3.1765,8.61427,12.1879,13.4719,-27.8755,-17.9166,-26.3019
0.0204966,0.668398,0.218572,0.4497,0.4387,3.18371,8.57839,11.3063,13.0673,-25.2557,-17.3566,-26.3325
0.0226895,0.428394,0.246763,0.4649,0.4637,3.18772,8.96302,11.8607,13.7532,-26.5607,-18.2795,-27.8295
0.0323598,0.264684,0.249822,0.4521,0.4313,3.1839,8.19094,11.2841,16.4296,-30.3294,-20.9283,-30.6594
0.0183039,0.756149,0.685266,0.4756,0.373,3.1439,7.88933,10.0985,12.8741,-24.378,-16.8285,-24.9155
0.0182019,0.746992,0.604033,0.4102,0.3958,3.16129,8.03044,10.537,12.5304,-24.2108,-16.6339,-24.2184
0.0215317,0.681297,0.460945,0.4788,0.4702,3.17752,8.96532,13.9338,15.1707,-29.8519,-19.7368,-29.8973
0.0302236,0.640241,0.197998,0.4676,0.4228,3.17929,8.43721,11.2549,12.4028,-24.2453,-16.7852,-24.8374
0.0295103,0.43004,0.214944,0.4637,0.4633,3.19026,9.53482,12.0196,13.1847,-25.9632,-18.8305,-25.9144
0.0606965,0.237337,0.210634,0.4436,0.434,3.19165,8.70083,11.3724,13.4897,-26.7489,-17.8403,-25.9256
0.0191509,0.750792,0.683504,0.4703,0.3765,3.14671,7.9544,10.1412,12.9532,-24.6572,-16.9915,-24.6447
0.0213608,0.758599,0.662117,0.4005,0.4001,3.15662,7.82602,10.6807,12.2656,-24.4898,-16.1828,-23.7457
0.0225804,0.687895,0.46622,0.4812,0.4616,3.17818,8.69062,11.7849,13.759,-27.8268,-18.1757,-26.5315
0.0221938,0.435935,0.32876,0.4792,0.4604,3.18194,9.98711,11.8316,14.0938,-27.2764,-19.1126,-27.1546
0.0339847,0.325213,0.268479,0.4768,0.4724,3.18719,8.9252,11.9587,13.9288,-26.9631,-18.4103,-27.1062
0.0640597,0.220349,0.22587,0.4391,0.4341,3.17188,8.11877,12.2811,13.0635,-25.9974,-17.1432,-25.8132
0.0212635,0.797178,0.739711,0.4726,0.3784,3.14657,7.9779,10.1607,13.1192,-24.79,-17.1115,-25.198
0.0262616,0.763398,0.642428,0.4079,0.3929,3.15627,7.79974,10.7499,12.235,-24.6881,-16.1374,-23.7301
0.0303845,0.684506,0.470716,0.482,0.4682,3.17882,8.63567,12.2403,14.6017,-28.2769,-18.9839,-28.1034
0.0250897,0.443824,0.360689,0.4722,0.4566,3.18467,9.80408,11.9505,13.9006,-27.8438,-18.8056,-26.8281
0.0310891,0.330537,0.208001,0.4595,0.4427,3.19045,8.95367,11.488,13.9112,-26.7425,-18.6352,-26.782
0.0611964,0.238193,0.218645,0.377,0.3714,3.14158,7.65166,11.3656,11.4958,-23.5391,-15.7095,-22.9398
0.0169845,0.762891,0.688481,0.4716,0.3748,3.14462,7.90577,10.1392,12.8238,-24.3102,-16.777,-25.1292
0.0210182,0.694782,0.5913,0.4368,0.422,3.15965,7.96123,10.7162,12.5463,-24.4665,-16.5659,-24.2443
0.0210973,0.673249,0.468796,0.4837,0.4753,3.17676,8.65235,12.4158,14.332,-28.0965,-18.8548,-27.7452
0.02434,0.459742,0.335026,0.4764,0.4506,3.18372,9.14736,11.3803,14.3405,-27.3996,-21.0902,-27.3121
0.0271132,0.368342,0.252484,0.4542,0.4146,3.17334,8.54305,11.0923,12.8809,-26.196,-17.1533,-24.868
0.0504013,0.246305,0.199349,0.4225,0.4023,3.18221,8.67041,11.1847,13.0093,-25.2126,-17.5118,-25.3124
0.0182685,0.696641,0.665271,0.4732,0.3774,3.14861,8.00165,10.1576,13.1634,-25.1878,-17.9708,-24.8689
0.0161759,0.702565,0.567243,0.436,0.4172,3.16507,8.15009,10.7873,12.6167,-24.4712,-16.7807,-24.4672
0.0201337,0.640944,0.422055,0.4719,0.4707,3.18115,9.78311,12.4702,14.1277,-28.5835,-19.0816,-27.4277
0.0253385,0.646818,0.198604,0.4669,0.4495,3.17982,8.48662,11.2941,13.0155,-25.267,-18.2016,-25.3924
0.0313324,0.380594,0.238609,0.4634,0.4366,3.18744,9.42604,11.6257,13.6619,-27.3591,-18.4843,-26.3074
0.0256994,0.670374,0.665538,0.4769,0.3787,3.15054,8.06384,10.1443,12.946,-24.658,-16.9994,-24.6264
0.0266307,0.713066,0.599634,0.4045,0.4039,3.15874,7.86414,10.6096,12.2195,-24.7434,-16.1566,-23.6353
0.0291307,0.660582,0.445112,0.4751,0.4747,3.18213,9.38783,13.2415,14.2089,-28.5106,-19.2091,-27.9499
